Counter,Demand_el [MWh],Demand_th [MWh],Sol_irradiation [Wh/sqm],Wind_power [kW/unit]
2088,1.307587889,11.85510204,0,472.883372
2089,1.011981619,11.10408163,0,533.6173233
2090,0.609955332,10.82244898,0,573.6481642
2091,0.713869279,11.47959184,0,693.7406867
2092,0.700635474,12.79387755,0,773.8023685
2093,0.742117517,14.01428571,0,503.0511033
2094,0.694194436,12.98163265,0,693.7406867
2095,0.77871932,16.26734694,31.96052628,1169.691042
2096,1.030557309,17.3,66.58442976,1630.304011
2097,1.369074521,17.1122449,55.930921,1662.027705
2098,1.626957853,17.01836735,101.2083332,1067.927009
2099,1.970179441,16.9244898,138.4956139,1390.624037
2100,2.011089924,16.83061224,202.4166665,1446.08944
2101,1.788423463,16.26734694,157.1392542,1279.69323
2102,1.645621475,15.98571429,111.861842,813.8332093
2103,1.581716706,16.73673469,87.89144728,472.883372
2104,1.494048244,15.79795918,69.24780695,412.5479093
2105,1.514910172,15.51632653,42.61403504,237.6585173
2106,1.852899791,15.70408163,10.65350876,472.883372
2107,1.959935333,15.89183673,0,915.2809597
2108,2.088536261,17.01836735,0,1279.69323
2109,2.026126341,17.1122449,0,1693.751398
2110,2.023510356,16.64285714,0,2050
2111,1.712889652,16.07959184,0,2050
2112,1.417854942,14.67142857,0,2050
2113,1.344563404,14.01428571,0,2050
2114,1.296002814,13.45102041,0,2019.32713
2115,1.389958433,14.20204082,0,2019.32713
2116,1.520339989,14.67142857,0,2009.609375
2117,1.830235252,15.23469388,0,352.2124467
2118,2.463545361,16.83061224,2.66337719,1999.891619
2119,2.995381644,17.6755102,37.28728066,2029.044886
2120,3.302177295,19.45918367,248.4618529,1957.770801
2121,3.484724664,19.27142857,131.4713198,2050
2122,3.577713027,17.95714286,311.6810884,2050
2123,3.6904202,17.39387755,116.241153,2050
2124,3.678065717,16.73673469,264.1974719,2029.044886
2125,3.628142177,16.17346939,684.532441,2050
2126,3.578328553,15.51632653,461.2876039,1990.173864
2127,3.434735175,17.4877551,396.9527918,2050
2128,3.247087735,18.42653061,334.7845563,2048.480397
2129,3.085841955,18.33265306,238.0382845,2050
2130,3.111364294,17.58163265,76.91699469,2048.480397
2131,3.154956711,16.9244898,5.391342936,1757.198785
2132,3.183182966,17.86326531,0,1118.809025
2133,2.913538695,18.05102041,0,653.7098459
2134,2.528549283,18.80204082,0,653.7098459
2135,2.041008875,17.01836735,0,300.7105055
2136,1.676705528,14.29591837,0,161.2258937
2137,1.513327391,13.73265306,0,134.9184882
2138,1.529353046,13.45102041,0,573.6481642
2139,1.529682792,13.45102041,0,653.7098459
2140,1.710757295,15.70408163,0,322.0447154
2141,1.969190203,17.39387755,0,300.7105055
2142,2.52415267,19.27142857,2.66337719,773.8023685
2143,3.16700343,20.96122449,15.01384993,1446.08944
2144,3.527173961,22.2755102,47.94078943,2019.32713
2145,3.606576791,22.83877551,303.6861461,2050
2146,3.722603406,21.99387755,350.4977701,2050
2147,3.792751366,18.98979592,371.7296305,2050
2148,3.758479768,17.95714286,342.5231419,2050
2149,3.72528534,17.6755102,601.0857603,2050
2150,3.631109891,17.76938776,178.6220224,2050
2151,3.43671365,19.08367347,122.5153508,2050
2152,3.201956503,20.11632653,106.5350876,2050
2153,3.161441715,20.49183673,139.4418569,2050
2154,3.139788396,21.5244898,69.84049928,2050
2155,3.251616246,22.55714286,5.326754381,2050
2156,3.321962053,21.24285714,0,2050
2157,3.067969724,20.02244898,0,2050
2158,2.717669589,19.92857143,0,1335.158634
2159,2.283701909,17.4877551,0,2038.762641
2160,1.889105899,15.79795918,0,1279.69323
2161,1.688290603,15.61020408,0,1693.751398
2162,1.6326075,15.23469388,0,915.2809597
2163,1.661317383,17.1122449,0,1224.227827
2164,1.75045871,18.70816327,0,966.1629761
2165,2.050483576,17.95714286,0,915.2809597
2166,2.552972468,18.70816327,2.727965746,1224.227827
2167,3.009736586,20.21020408,29.29714909,1501.554844
2168,3.313718404,21.33673469,74.57456133,1118.809025
2169,3.541858649,22.18163265,136.6500535,1557.020247
2170,3.65412616,23.30816327,362.2975691,1598.580318
2171,3.790662974,22.55714286,492.0609208,1957.770801
2172,3.701587596,20.77346939,631.9526905,2050
2173,3.553245876,18.14489796,264.9978409,2050
2174,3.546079397,17.6755102,515.0943933,1990.173864
2175,3.435306734,17.3,101.9459421,1693.751398
2176,3.302660922,19.45918367,118.1946741,1557.020247
2177,3.167487058,17.39387755,99.12805277,693.7406867
2178,3.081379393,17.20612245,42.61403504,773.8023685
2179,3.098196438,17.39387755,0,915.2809597
2180,3.061946364,18.52040816,0,352.2124467
2181,2.67744058,20.11632653,0,216.6411879
2182,2.448091267,19.74081633,0,237.6585173
2183,2.018959862,18.61428571,0,21.90901318
2184,1.498400891,16.83061224,0,195.6238585
2185,1.49868667,16.36122449,0,573.6481642
2186,1.428494745,15.79795918,0,613.679005
2187,1.469229364,16.26734694,0,573.6481642
2188,1.544477394,17.01836735,0,472.883372
2189,1.819595448,18.42653061,0,573.6481642
2190,2.376008798,20.30408163,2.66337719,322.0447154
2191,2.821319738,21.80612245,26.6337719,258.6758467
2192,3.080763868,22.46326531,58.59429819,322.0447154
2193,3.232073302,21.99387755,90.55482447,352.2124467
2194,3.370632558,19.45918367,121.5370454,300.7105055
2195,3.436955464,17.95714286,103.8717104,195.6238585
2196,3.379491733,17.1122449,402.62512,300.7105055
2197,3.299231564,16.73673469,519.2384862,813.8332093
2198,3.221059786,16.26734694,488.4993396,2050
2199,3.121894182,16.64285714,573.7075127,2050
2200,3.014023283,15.79795918,331.3897117,1841.151206
2201,2.841785972,15.70408163,211.0194798,1446.08944
2202,2.795973265,15.89183673,56.38838623,1725.475091
2203,2.746533353,16.17346939,5.326754381,1169.691042
2204,2.667020608,16.73673469,0,503.0511033
2205,2.408455801,19.08367347,0,503.0511033
2206,2.186448831,18.80204082,0,653.7098459
2207,1.833554694,17.1122449,0,322.0447154
2208,1.496048703,16.07959184,0,279.6931761
2209,1.270656341,13.92040816,0,442.7156407
2210,1.158696592,13.73265306,0,195.6238585
2211,1.090417194,14.29591837,0,279.6931761
2212,1.10301349,14.85918367,0,237.6585173
2213,1.022203744,15.61020408,0,216.6411879
2214,0.852010857,17.4877551,5.326754381,322.0447154
2215,0.919103171,19.27142857,51.95691579,300.7105055
2216,1.216028425,20.49183673,213.076274,300.7105055
2217,1.515591647,18.52040816,254.6277433,773.8023685
2218,1.76323087,17.20612245,303.5628796,966.1629761
2219,1.967937169,17.4877551,315.5174172,1067.927009
2220,1.875762178,17.58163265,226.3870612,915.2809597
2221,1.664856656,16.07959184,575.6510074,773.8023685
2222,1.48806885,15.32857143,672.6003825,693.7406867
2223,1.356500208,15.04693878,359.4862092,693.7406867
2224,1.282615128,14.95306122,196.8894117,693.7406867
2225,1.345618591,14.76530612,202.5517243,503.0511033
2226,1.436232784,14.76530612,105.8328632,613.679005
2227,1.485145103,14.38979592,8.054720127,258.6758467
2228,1.633486823,15.89183673,0,41.44026426
2229,1.523373652,17.1122449,0,12.4726612
2230,1.461073647,18.61428571,0,15.61811186
2231,1.225415194,17.6755102,0,1.718175988
2232,0.92354375,15.89183673,0,15.61811186
2233,0.734225597,15.04693878,0,2.576026168
2234,0.664187553,14.67142857,0,6.181759882
2235,0.658735753,14.38979592,0,1.718175988
2236,0.70067944,15.79795918,0,1.289250898
2237,0.762034174,17.20612245,0,3.036309224
2238,0.810089153,17.6755102,16.0448517,3.036309224
2239,0.944031966,18.89591837,146.8079201,3.036309224
2240,1.258609621,19.64693878,197.2965035,41.44026426
2241,1.531287555,18.05102041,493.9984537,82.30367714
2242,1.705151614,15.61020408,847.6300238,95.4573799
2243,1.884467472,14.29591837,857.9187092,65.88899438
2244,1.895524954,13.45102041,625.4817908,57.73941767
2245,1.744918978,12.98163265,633.8804932,74.03857109
2246,1.57751794,12.8877551,568.4077395,41.44026426
2247,1.549907211,12.8877551,244.9379099,74.03857109
2248,1.49596077,12.7,233.345451,472.883372
2249,1.598401852,12.7,299.2900029,95.4573799
2250,1.677408986,12.79387755,21.30701752,653.7098459
2251,1.608382163,14.20204082,5.326754381,322.0447154
2252,1.594576798,14.29591837,0,21.90901318
2253,1.431088747,15.61020408,0,134.9184882
2254,1.323107933,15.51632653,0,57.73941767
2255,1.089735719,16.54897959,0,41.44026426
2256,0.827104045,14.57755102,0,18.76356252
2257,0.683071006,14.20204082,0,12.4726612
2258,0.599029749,14.29591837,0,18.76356252
2259,0.563329252,14.20204082,0,25.14111085
2260,0.591379643,14.95306122,0,9.327210541
2261,0.561108963,16.07959184,0,9.327210541
2262,0.458645898,16.73673469,8.119308682,2.147101078
2263,0.561504658,17.3,150.3254031,9.327210541
2264,0.896064919,19.64693878,377.7000539,12.4726612
2265,1.138823902,18.05102041,624.5517947,9.327210541
2266,1.306818482,15.70408163,834.5546059,3.036309224
2267,1.539838967,13.16938776,978.0834466,57.73941767
2268,1.43627675,12.8877551,1007.945584,82.30367714
2269,1.142736887,12.79387755,509.7658669,82.30367714
2270,1.033217259,12.8877551,362.9871943,95.4573799
2271,0.926753277,12.8877551,454.5678471,174.6065291
2272,0.852164739,12.60612245,271.1060671,472.883372
2273,0.872389158,12.60612245,225.0125268,279.6931761
2274,1.016993758,12.60612245,111.2183889,322.0447154
2275,1.105893271,12.98163265,8.119308682,300.7105055
2276,1.266985169,14.76530612,0,65.88899438
2277,1.251377193,14.95306122,0,33.29068755
2278,1.224777685,15.04693878,0,33.29068755
2279,0.990811928,15.89183673,0,74.03857109
2280,0.728949661,14.38979592,0,41.44026426
2281,0.545918665,13.63877551,0,18.76356252
2282,0.452952285,12.98163265,0,9.327210541
2283,0.45277642,12.79387755,0,21.90901318
2284,0.498699042,12.79387755,0,33.29068755
2285,0.512262593,13.35714286,0,65.88899438
2286,0.448423773,14.76530612,7.990131571,41.44026426
2287,0.527342975,14.76530612,50.60416662,21.90901318
2288,0.83051142,13.63877551,125.4000884,49.58984097
2289,1.175139925,13.54489796,393.9135396,134.9184882
2290,1.36203994,13.45102041,512.3765956,82.30367714
2291,1.576045075,13.82653061,950.2712998,216.6411879
2292,1.505941082,13.82653061,670.0644072,442.7156407
2293,1.329592937,13.54489796,883.2140475,382.380178
2294,1.208686081,15.51632653,902.1633003,653.7098459
2295,1.113543378,13.82653061,652.6072255,472.883372
2296,1.071709606,12.60612245,531.7180354,322.0447154
2297,1.137460952,12.5122449,292.8960445,322.0447154
2298,1.248497412,12.7,92.6902413,382.380178
2299,1.333945584,12.98163265,8.119308682,108.6110827
2300,1.523263737,13.0755102,0,18.76356252
2301,1.490530953,12.8877551,0,6.181759882
2302,1.478088539,13.82653061,0,1.718175988
2303,1.231856232,13.92040816,0,0.431400719
2304,1.004001766,12.79387755,0,0
2305,0.85777042,12.79387755,0,0
2306,0.806022286,12.60612245,0,0
2307,0.862408847,12.60612245,0,1.289250898
2308,1.039548382,15.04693878,0,9.327210541
2309,1.394003316,15.79795918,0,6.181759882
2310,2.062772109,16.54897959,16.0448517,121.7647854
2311,2.582803487,17.76938776,79.24444874,161.2258937
2312,2.928421229,18.33265306,336.0607967,134.9184882
2313,3.029213581,16.17346939,472.2490534,148.0721909
2314,3.12798349,16.07959184,597.9190457,352.2124467
2315,3.225346484,15.70408163,406.6465575,573.6481642
2316,3.248230854,16.64285714,295.6348681,864.3989433
2317,3.202681944,16.36122449,304.9418183,864.3989433
2318,3.074806457,15.70408163,341.1260877,1169.691042
2319,2.96629805,14.48367347,365.8973063,1118.809025
2320,2.812702377,15.98571429,210.2510796,1118.809025
2321,2.716130774,16.64285714,122.8992945,1279.69323
2322,2.688761859,16.07959184,39.95065785,613.679005
2323,2.699071916,16.45510204,5.326754381,300.7105055
2324,2.750754101,16.45510204,0,195.6238585
2325,2.528659199,16.17346939,0,108.6110827
2326,2.250551448,15.98571429,0,121.7647854
2327,1.863495628,15.42244898,0,108.6110827
2328,1.5208456,14.01428571,0,352.2124467
2329,1.323811391,12.7,0,573.6481642
2330,1.213632271,12.60612245,0,503.0511033
2331,1.273404224,12.60612245,0,442.7156407
2332,1.378527239,13.82653061,0,915.2809597
2333,1.639598115,15.51632653,0,533.6173233
2334,2.197858042,15.70408163,7.990131571,134.9184882
2335,2.632375298,16.26734694,21.30701752,472.883372
2336,2.922837531,17.58163265,69.24780695,613.679005
2337,3.047239694,16.83061224,98.54495604,472.883372
2338,3.149175165,15.23469388,114.5252192,613.679005
2339,3.223082228,13.0755102,201.2437542,773.8023685
2340,3.158935645,12.3244898,297.1007869,733.7715276
2341,3.057000175,11.57346939,320.6297533,693.7406867
2342,2.891445715,11.01020408,295.9325597,573.6481642
2343,2.783684732,10.54081633,191.7631577,613.679005
2344,2.633298586,10.72857143,181.915763,472.883372
2345,2.581110791,10.82244898,74.57456133,503.0511033
2346,2.59509202,10.72857143,34.62390347,148.0721909
2347,2.613293998,11.29183673,5.391342936,82.30367714
2348,2.663283487,10.82244898,0,3.036309224
2349,2.479087388,11.19795918,0,2.147101078
2350,2.183151371,11.19795918,0,3.036309224
2351,1.802426675,11.85510204,0,9.327210541
2352,1.439464294,11.76122449,0,1.718175988
2353,1.237176133,11.85510204,0,3.036309224
2354,1.141703683,10.35306122,0,1.289250898
2355,1.210356794,11.66734694,0,0
2356,1.356346327,12.23061224,0,1.718175988
2357,1.640851149,12.23061224,0,12.4726612
2358,2.089723347,14.01428571,10.65350876,2.147101078
2359,2.571658073,14.95306122,122.729764,0
2360,2.827079301,14.67142857,200.7588835,2.147101078
2361,2.971639935,14.95306122,511.5415523,21.90901318
2362,3.061968347,14.76530612,740.6504225,1.289250898
2363,3.131808544,13.45102041,882.4288402,2.576026168
2364,3.057967429,12.79387755,944.9167595,2.576026168
2365,2.983862519,12.04285714,930.8404443,2.576026168
2366,2.844885584,11.29183673,860.8142251,6.181759882
2367,2.718438996,10.82244898,701.0330857,18.76356252
2368,2.548575855,10.63469388,500.0571393,6.181759882
2369,2.46770016,9.602040816,289.2839103,2.576026168
2370,2.440111414,9.508163265,94.40555481,2.576026168
2371,2.46963467,9.602040816,13.38147451,2.147101078
2372,2.543233971,10.35306122,0,57.73941767
2373,2.379526088,11.19795918,0,49.58984097
2374,2.065805772,11.01020408,0,25.14111085
2375,1.669451117,10.91632653,0,25.14111085
2376,1.331087785,10.91632653,0,12.4726612
2377,1.128821608,11.01020408,0,1.289250898
2378,1.035459532,10.91632653,0,2.147101078
2379,1.087229649,11.19795918,0,2.147101078
2380,1.231020875,12.41836735,0,2.576026168
2381,1.515789495,14.57755102,0,1.718175988
2382,2.089151787,14.57755102,18.64364033,2.147101078
2383,2.514040461,14.57755102,129.7869461,57.73941767
2384,2.785377428,14.38979592,324.0893384,49.58984097
2385,2.863571189,14.38979592,544.9751115,57.73941767
2386,2.992589795,12.8877551,730.5759805,95.4573799
2387,3.051438459,12.41836735,868.5545567,21.90901318
2388,2.947062868,11.38571429,925.8093891,108.6110827
2389,2.8299371,10.07142857,914.0802904,95.4573799
2390,2.671746967,10.25918367,796.6823673,134.9184882
2391,2.52694452,9.132653061,481.3773036,33.29068755
2392,2.386538686,9.414285714,478.2260429,21.90901318
2393,2.367875064,9.414285714,265.9728267,15.61811186
2394,2.34747478,9.508163265,100.4067428,18.76356252
2395,2.316214862,9.602040816,13.38147451,161.2258937
2396,2.348595916,9.602040816,0,25.14111085
2397,2.159497594,10.25918367,0,57.73941767
2398,1.861912848,10.25918367,0,174.6065291
2399,1.486925731,10.25918367,0,161.2258937
2400,1.149243875,10.25918367,0,121.7647854
2401,0.970895271,9.602040816,0,258.6758467
2402,0.849966432,9.602040816,0,382.380178
2403,0.825125569,9.695918367,0,300.7105055
2404,0.879929349,9.695918367,0,121.7647854
2405,0.944581543,11.01020408,0,161.2258937
2406,1.03207414,12.04285714,21.37160608,134.9184882
2407,1.289847556,13.26326531,120.6594126,65.88899438
2408,1.662790248,13.0755102,339.3433882,121.7647854
2409,1.890732645,12.3244898,605.4563013,693.7406867
2410,2.015090842,11.57346939,516.6757739,1118.809025
2411,2.14562628,11.01020408,504.3527691,733.7715276
2412,2.141207684,9.97755102,805.5261636,1017.044992
2413,2.050087881,9.03877551,723.2568119,693.7406867
2414,1.952483074,8.381632653,513.3025292,1390.624037
2415,1.92304775,7.630612245,297.8756302,1279.69323
2416,1.893370613,7.255102041,193.501234,1224.227827
2417,1.929972416,7.536734694,95.88157885,1118.809025
2418,1.910055759,8.663265306,59.27037734,1279.69323
2419,1.975939004,11.10408163,13.38147451,693.7406867
2420,1.904494044,13.16938776,0,322.0447154
2421,1.74228101,12.98163265,0,966.1629761
2422,1.560415116,13.0755102,0,1757.198785
2423,1.192242749,12.23061224,0,966.1629761
2424,0.94614234,10.91632653,0,693.7406867
2425,0.724355201,10.44693878,0,161.2258937
2426,0.6098674,9.883673469,0,195.6238585
2427,0.594237441,9.695918367,0,258.6758467
2428,0.623430951,9.320408163,0,258.6758467
2429,0.623738714,9.414285714,0,134.9184882
2430,0.547017818,10.82244898,21.30701752,121.7647854
2431,0.731367799,11.01020408,103.2556986,195.6238585
2432,0.984612703,11.10408163,265.3422078,195.6238585
2433,1.23550542,11.10408163,515.1563209,322.0447154
2434,1.512008408,11.29183673,703.1844083,442.7156407
2435,1.780861288,13.35714286,843.0905602,573.6481642
2436,1.75641612,14.20204082,927.5410864,613.679005
2437,1.600929904,13.92040816,911.5801279,442.7156407
2438,1.451335149,12.5122449,808.7751427,533.6173233
2439,1.307104262,10.72857143,584.1525805,412.5479093
2440,1.281999602,11.19795918,420.7752531,412.5479093
2441,1.37193232,10.54081633,303.4609788,322.0447154
2442,1.529287096,11.66734694,114.051898,300.7105055
2443,1.548566244,12.04285714,18.837406,65.88899438
2444,1.618274542,14.20204082,0,9.327210541
2445,1.612712827,13.0755102,0,57.73941767
2446,1.627595362,12.8877551,0,74.03857109
2447,1.42207569,12.41836735,0,237.6585173
2448,1.249310785,11.10408163,0,322.0447154
2449,1.032447852,11.19795918,0,1662.027705
2450,0.967905574,11.10408163,0,1990.173864
2451,0.958716653,12.23061224,0,2050
2452,1.155135336,14.85918367,0,2050
2453,1.547796837,14.48367347,0,1841.151206
2454,2.260949437,13.45102041,10.65350876,1501.554844
2455,2.733981023,13.54489796,142.9783724,915.2809597
2456,2.946117597,16.07959184,300.5341293,1335.158634
2457,3.037655078,14.76530612,387.1320114,1662.027705
2458,3.171444009,14.01428571,687.1474727,1390.624037
2459,3.31433393,12.79387755,622.3986498,1224.227827
2460,3.282546418,12.7,686.5362857,1390.624037
2461,3.242493274,12.60612245,422.3037173,1557.020247
2462,3.136359038,12.98163265,533.7607173,1501.554844
2463,3.051504408,13.45102041,351.7820829,1630.304011
2464,2.851876198,14.10816327,153.8877989,1335.158634
2465,2.726616696,14.38979592,107.2130566,864.3989433
2466,2.64688412,13.26326531,90.14272274,693.7406867
2467,2.651192801,11.94897959,21.43619463,503.0511033
2468,2.614722897,11.29183673,0,174.6065291
2469,2.408697615,12.04285714,0,108.6110827
2470,2.101748083,13.54489796,0,25.14111085
2471,1.686685839,12.8877551,0,18.76356252
2472,1.40299439,12.8877551,0,2.147101078
2473,1.230954926,12.8877551,0,6.181759882
2474,1.185142219,13.73265306,0,18.76356252
2475,1.260258351,14.67142857,0,49.58984097
2476,1.402268949,15.98571429,0,57.73941767
2477,1.7212652,14.95306122,0,95.4573799
2478,2.377921324,15.14081633,26.82753757,108.6110827
2479,2.798765114,14.95306122,127.6842903,258.6758467
2480,2.861614696,16.45510204,328.311981,174.6065291
2481,2.969837323,16.07959184,521.6575599,237.6585173
2482,3.141283245,15.42244898,662.7940592,442.7156407
2483,3.290702135,15.14081633,466.5096166,773.8023685
2484,3.260387489,14.48367347,849.4358666,733.7715276
2485,3.239921256,13.26326531,651.3298462,733.7715276
2486,3.152670472,12.60612245,455.8913723,813.8332093
2487,3.024751019,12.8877551,482.0892379,915.2809597
2488,2.831080219,12.8877551,222.3934702,1169.691042
2489,2.741543197,14.20204082,95.88157885,773.8023685
2490,2.674582782,13.63877551,55.930921,352.2124467
2491,2.64365261,13.54489796,21.37160608,95.4573799
2492,2.629891211,13.73265306,0,25.14111085
2493,2.439100193,13.73265306,0,82.30367714
2494,2.11887289,13.73265306,0,41.44026426
2495,1.697413575,13.63877551,0,121.7647854
2496,1.376724628,13.16938776,0,95.4573799
2497,1.19813421,13.16938776,0,57.73941767
2498,1.102617794,13.16938776,0,41.44026426
2499,1.107366136,12.5122449,0,121.7647854
2500,1.287429419,12.5122449,0,95.4573799
2501,1.653865124,12.79387755,0,41.44026426
2502,2.30300304,13.45102041,16.0448517,41.44026426
2503,2.797709927,13.35714286,169.3655996,41.44026426
2504,2.998393324,13.26326531,400.2288246,134.9184882
2505,3.055307479,12.5122449,631.242987,613.679005
2506,3.238712187,11.66734694,842.815621,915.2809597
2507,3.472062418,10.82244898,961.5898929,1630.304011
2508,3.42013842,10.25918367,999.3785362,1630.304011
2509,3.354321124,9.97755102,993.0136588,1693.751398
2510,3.189536071,9.789795918,891.9994156,1725.475091
2511,3.211870865,9.789795918,744.5411547,1725.475091
2512,3.025454477,9.602040816,527.6018549,1911.122963
2513,2.91881463,9.695918367,306.1453204,1887.799044
2514,2.843522634,9.883673469,107.7199732,1335.158634
2515,2.739696619,11.38571429,21.43619463,864.3989433
2516,2.705534937,12.60612245,0,352.2124467
2517,2.534132982,12.8877551,0,300.7105055
2518,2.191680801,12.8877551,0,382.380178
2519,1.748919895,12.23061224,0,382.380178
2520,1.46052407,11.57346939,0,382.380178
2521,1.212752948,11.57346939,0,134.9184882
2522,1.095978909,11.85510204,0,57.73941767
2523,1.102705727,11.47959184,0,134.9184882
2524,1.255531992,12.60612245,0,57.73941767
2525,1.607392925,13.82653061,0,82.30367714
2526,2.254200636,13.54489796,10.65350876,148.0721909
2527,2.711250534,14.01428571,63.92105257,174.6065291
2528,2.971442087,13.45102041,208.0933127,352.2124467
2529,3.083709598,12.3244898,456.4863877,279.6931761
2530,3.158561933,12.13673469,809.7628246,412.5479093
2531,3.232007352,12.04285714,907.0265305,322.0447154
2532,3.192261971,12.13673469,1002.697462,382.380178
2533,3.12475198,12.7,904.1901053,472.883372
2534,2.989556132,13.45102041,774.0096948,733.7715276
2535,2.872320448,13.63877551,418.7662314,773.8023685
2536,2.734222836,13.26326531,258.3961044,733.7715276
2537,2.657589873,13.63877551,287.7814764,653.7098459
2538,2.535605847,13.63877551,121.0574243,442.7156407
2539,2.496937636,11.85510204,26.6337719,412.5479093
2540,2.442815331,12.13673469,0,195.6238585
2541,2.246066903,12.23061224,0,216.6411879
2542,1.890271001,13.45102041,0,95.4573799
2543,1.518647293,13.45102041,0,65.88899438
2544,1.197716532,13.26326531,0,25.14111085
2545,1.011519975,12.98163265,0,33.29068755
2546,0.929940822,12.23061224,0,21.90901318
2547,0.980589803,13.35714286,0,12.4726612
2548,1.098023334,13.45102041,0,21.90901318
2549,1.458391713,12.8877551,0,21.90901318
2550,2.082600834,13.0755102,26.69836046,21.90901318
2551,2.542112834,14.38979592,102.6463514,25.14111085
2552,2.762515041,13.92040816,287.5720438,41.44026426
2553,2.805360034,14.01428571,328.665521,95.4573799
2554,3.001295089,13.92040816,186.4364033,472.883372
2555,3.051570358,12.23061224,170.4561402,412.5479093
2556,2.98588496,10.91632653,307.1230468,300.7105055
2557,2.851788266,10.72857143,841.6961825,733.7715276
2558,2.722681727,10.63469388,276.0489829,773.8023685
2559,2.604610687,10.63469388,450.364237,966.1629761
2560,2.502543318,11.47959184,236.9210269,1017.044992
2561,2.44044116,11.66734694,180.863833,503.0511033
2562,2.404916528,11.47959184,83.21386554,382.380178
2563,2.309729858,11.85510204,26.6337719,174.6065291
2564,2.209267252,12.79387755,0,161.2258937
2565,2.091921653,12.7,0,82.30367714
2566,1.855010165,12.60612245,0,21.90901318
2567,1.495850855,11.66734694,0,65.88899438
2568,1.172721788,11.76122449,0,148.0721909
2569,0.937546962,11.66734694,0,95.4573799
2570,0.859529065,11.47959184,0,74.03857109
2571,0.874829278,11.76122449,0,57.73941767
2572,0.913365591,11.66734694,0,18.76356252
2573,0.961574452,12.23061224,0,15.61811186
2574,1.006903531,13.26326531,21.82372597,0.431400719
2575,1.286352249,13.26326531,193.3338442,3.036309224
2576,1.671671406,13.16938776,428.6818517,18.76356252
2577,1.942063101,12.98163265,587.275067,12.4726612
2578,2.107925324,12.8877551,714.9588761,49.58984097
2579,2.182557829,12.23061224,786.2971981,74.03857109
2580,1.98688657,10.82244898,765.3567126,195.6238585
2581,1.816627734,11.01020408,718.969421,195.6238585
2582,1.704953766,10.44693878,716.9701037,148.0721909
2583,1.603435973,10.44693878,741.7940554,195.6238585
2584,1.543642038,10.63469388,477.2625268,216.6411879
2585,1.545488615,10.54081633,270.1557736,216.6411879
2586,1.619285763,10.54081633,155.0714362,174.6065291
2587,1.56797729,10.82244898,24.4225146,148.0721909
2588,1.537464796,10.72857143,0,57.73941767
2589,1.471295772,10.63469388,0,95.4573799
2590,1.295475221,11.19795918,0,15.61811186
2591,1.008244498,11.10408163,0,6.181759882
2592,0.761396665,11.19795918,0,18.76356252
2593,0.576387193,11.10408163,0,21.90901318
2594,0.49968828,11.19795918,0,74.03857109
2595,0.512394492,11.66734694,0,41.44026426
2596,0.525848127,11.94897959,0,12.4726612
2597,0.553722653,11.66734694,0,9.327210541
2598,0.482783303,12.41836735,45.53576646,2.576026168
2599,0.633301347,12.5122449,200.5140962,1.718175988
2600,0.99061408,12.41836735,201.7813549,33.29068755
2601,1.279163787,11.85510204,544.44294,15.61811186
2602,1.435287512,11.19795918,824.0788876,1.289250898
2603,1.590729762,11.19795918,956.7824457,2.147101078
2604,1.546873548,10.54081633,1043.849413,12.4726612
2605,1.371558607,10.07142857,1012.166007,9.327210541
2606,1.222271615,9.789795918,913.8238774,15.61811186
2607,1.110861444,9.883673469,766.922894,95.4573799
2608,1.036756533,9.695918367,571.0807709,148.0721909
2609,1.111894648,9.789795918,344.3806277,134.9184882
2610,1.310291806,9.789795918,122.9625356,33.29068755
2611,1.380461749,9.883673469,21.88831452,33.29068755
2612,1.429549932,9.695918367,0,12.4726612
2613,1.433506884,10.25918367,0,0.002475629
2614,1.322382492,10.63469388,0,0
2615,1.034624175,10.25918367,0,0
2616,0.804087776,9.97755102,0,0.860325809
2617,0.686192601,8.475510204,0,0.860325809
2618,0.649305018,10.16530612,0,1.718175988
2619,0.695117725,11.10408163,0,0.431400719
2620,0.86737702,11.01020408,0,1.718175988
2621,1.28514318,11.01020408,0.064588556,1.718175988
2622,1.960836639,11.94897959,24.61628027,9.327210541
2623,2.464578565,13.16938776,207.895101,9.327210541
2624,2.687816587,13.16938776,447.2423913,18.76356252
2625,2.762273227,12.04285714,678.4507843,148.0721909
2626,2.882212828,10.54081633,870.3886692,300.7105055
2627,2.999404545,9.602040816,999.0850342,653.7098459
2628,2.958757859,8.757142857,1041.936357,733.7715276
2629,2.882322743,8.757142857,990.1529711,653.7098459
2630,2.832069457,8.757142857,880.7286594,733.7715276
2631,2.76286677,8.663265306,677.5945363,864.3989433
2632,2.591838527,7.912244898,484.8708832,773.8023685
2633,2.497882908,7.724489796,321.7087664,813.8332093
2634,2.437627328,7.255102041,129.7330898,533.6173233
2635,2.450355522,7.442857143,37.61022344,279.6931761
2636,2.357059396,7.536734694,0,148.0721909
2637,2.237207727,8.1,0,148.0721909
2638,1.902911263,9.320408163,0,65.88899438
2639,1.463184021,9.226530612,0,6.181759882
2640,1.180855522,8.475510204,0,0.431400719
2641,1.032425869,8.006122449,0,12.4726612
2642,0.952055785,7.630612245,0,33.29068755
2643,0.967399964,7.818367347,0,9.327210541
2644,1.102310032,9.03877551,0,2.576026168
2645,1.433221104,10.63469388,2.66337719,21.90901318
